codigo_completo,naturaleza,grupo,subgrupo,codigo,nombre,descripcion
1.3.01.29,1,3,01,29,Emisión de Certificados de Origen,Ingresos provenientes de la emisión de certificados de origen de las mercancías ecuatorianas de exportación.
1.3.01.30,1,3,01,30,Tasas por Servicios Notariales,Ingresos provenientes de la recaudación de la tasa por servicios notariales.
1.3.01.31,1,3,01,31,Contribución Predial a favor de los Cuerpos de Bomberos,Con tribución predial afavorde todos los cuerpos debomberosdelaRe pública enel0.15porm ilenlasparroquiasurbanasy rurales.
1.3.01.32,1,3,01,32,Tasas de Servicios por el Registro de Datos Públicos,Tasas de servicios por el registro y certificación de datos públicos realizados por entidades que conforman el Sistema Nacional de Registro de Datos Públicos.
1.3.01.34,1,3,01,34,Emisión de Documentos de Ciudadanía e Identificación,Ingresos provenientes por la emisión de documentos de ciudadanía e identificación en tarjetas pre-impresas.
1.3.01.35,1,3,01,35,Tasas por Administración,Ingresos generados por la administración de fondos de terceros.
1.3.01.36,1,3,01,36,Primas por Seguro de Saldos y Desgravamen,Ingresos por primas del seguro de saldos y desgravamen.
1.3.01.37,1,3,01,37,Contribución para Funcionamiento de las Unidades Médicas,Contribución del fondo del seguro de salud individual y familiar para funcionamiento de las unidades médicas.
1.3.01.99,1,3,01,99,Otras Tasas,Ingresos provenientes del cobro de otras tasas no clasificadas en los ítems anteriores.
1.3.02,1,3,02,,Tasas Portuarias y Aeroportuarias,"Ingresos por los servicios prestados en áreas portuarias marítimas, fluviales y aeroportuarias al tráfico nacional e internacional."
1.3.02.01,1,3,02,01,Recepción y Despacho de Naves,"Ingresos provenientes de tasas por larecepcióny despachodenavesmarítimasy aéreas por el uso defacilidadesdeacceso en puertos, aeropuertos u otras instalaciones marítimas, fluviales o aeroportuarias."
1.3.02.02,1,3,02,02,Uso de Fondeadero,Ingresos provenientes por el uso de fondeaderos en operaciones comerciales y no comerciales y por depósitos flotantes
1.3.02.03,1,3,02,03,Uso de Infraestructura Portuaria y Aeroportuaria,"Ingresos provenientes delautilizacióndela infraestructura aeroportu aria,portuaria,marítimayf luvial,enlamovilizaciónde pasajeros y en todo tipo de carga embarcada y desembarcada, trasbordo, tránsito, contenedores y graneles sólidos y líquidos."
1.3.02.04,1,3,02,04,Servicios de Cabotaje,Ingresos por el servicio de manipulación de la carga transportada desde las instalaciones portuarias hacia otras instalaciones. 6
1.3.02.05,1,3,02,05,ServiciosySuministrosVarios,"Ingresos provenientes de tarifas por el suministro de servicios de vigilancia, seguridad, recolección de desechos y otros"
1.3.02.99,1,3,02,99,OtrasTasasPortuariasyAeroportuarias,Ingresos provenientes de otras tasas no clasificadas en los ítems anteriores.
1.3.03,1,3,03,,Tasas Diversas,Ingresos en beneficio del Estado entregados por personas naturales y/o sociedades para obtener el derecho a realizar operaciones en campos específicos de los diversos sectores económicos del país.
1.3.03.01,1,3,03,01,Sector Financiero,Ingresos provenientes delatarifaqueel sector financiero entre gaafavordel Estado por lafacultaddehaceroexigir todo lo que legalmente está establecido para esta actividad.
1.3.03.03,1,3,03,03,Sector Agropecuario,Ingresos provenientes delatarifaqueel sector a gropecuarioefectúaafavord el Estado por lafacultaddehaceroexigir todo lo que legalmente está establecido para esta actividad.
1.3.03.04,1,3,03,04,Sector Turístico y Hotelero,Ingresos provenientes delatarifaqueel sector turísticoyhotelero entre gaafavordel Estado por lafacultaddehaceroexigir todo lo que legalmente está establecido para esta actividad.
1.3.03.05,1,3,03,05,Superficiarios Hidrocarburíferos,Ingresos provenientes de las tarifas porsuperficie ocupada que las compañías concesionarias pagan porla exploración y explotación de recursos hidrocarburíferos
1.3.03.06,1,3,03,06,Regalías Hidrocarburíferas,Ingresos provenientes de regalías hidrocarburíferas.
1.3.03.07,1,3,03,07,Superficiarios Mineros,"Ingresos provenientes de las tarifas por superficie ocupada,cesión otra nsferenciade derechos minerosquelascompañías concesionarias pagan por la exploración y explotación de recursos naturales."
1.3.03.08,1,3,03,08,Regalías Mineras,Ingresos cobrados por la explotación de minas.
1.3.03.09,1,3,03,09,Derechos Consulares,"Ingresos provenientes de las tarifas esta blecidasene lara ncelconsularydipl omáticoporactosconsulares realizados en el país y en el exterior relativos a: navegación, notariales judiciales, administrativos que incluye documentos de viaje (pasaportes) y de registro civil que se otorgan en los Consulados."
1.3.03.10,1,3,03,10,Concesiones Aeroportuarias,Ingresos provenientes delatarifaa los servicios concesion adosa través de convenios celebrados consociedades parala explotación de actividades aeroportuarias.
1.3.03.11,1,3,03,11,Concesiones Portuarias,Ingresos provenientes de la tarifa a los convenios concesionarios celebrados con sociedades para la explotación de actividades portuarias en instalaciones del Estado.
1.3.03.12,1,3,03,12,Concesiones en el Sector de las Telecomunicaciones,Ingresos provenientes de la tarifa a los convenios concesionarios celebrados con sociedades para la explotación de actividades en el sector de las telecomunicaciones en instalaciones del Estado.
1.3.03.13,1,3,03,13,Concesiones en el Sector Eléctrico,Ingresos provenientes de la tarifa a los convenios concesionarios celebrados con sociedades para la explotación de actividades en el sector eléctrico en instalaciones del Estado.
1.3.03.14,1,3,03,14,Concesiones Viales,"Ingresos provenientes delatarifaa los convenios concesion arios celebrados con personas naturales o sociedades para la explotación de infraestructura vial, de dominio público."
1.3.03.15,1,3,03,15,Concesiones Hidrocarburíferas,"Ingresos provenientes de la tarifa a las concesiones entregadas a empresas que asumen los riesgos de su inversión en servicios de transporte de hidrocarburos, su refinación, industrialización almacenamiento y comercialización."
1.3.03.16,1,3,03,16,Utilización de aguas y materiales de construcción,"Ingresos por utilizacióndeaguay materiales naturales de construcción ,de propiedad del Estado ,quese encuentra nenel área establecida en los contratos para la exploración y explotación de yacimientos hidrocarburíferos"
1.3.03.17,1,3,03,17,A la Emisión de Pasajes Aéreos por Viajes Desde el Ecuador al Extranjero,Ingresos por la emisión de pasajes aéreos para viajar desde el Ecuador al extranjero.
1.3.03.99,1,3,03,99,Otras Concesiones,Ingresos provenientes delatarifaa los convenios concesion arios celebrados con personas naturales o sociedades para la explotación de inmuebles o instalaciones de dominio público.
1.3.04,1,3,04,,Contribuciones,Ingresos que provienen deunadeterminadapersona natural o jurídica ogrupo social envirtud delosefectosdeunbeneficio específico o de mejoras realizadas por el Estado.
1.3.04.01,1,3,04,01,Sobre Nóminas de Empresas Privadas y Públicas,Ingresos recaudadosporlose mpleadorescomoproporcióno parte delanóminade entidades públicas y privadas para fines específicos.
1.3.04.03,1,3,04,03,"Contribuciones de las Compañías, Entidades Financieras y Seguros","Ingresos provenientes de las contribuciones que deben pagar las compañías, entidades financieras y seguros sujetas al control de las Superintendencias de Compañías y de Bancos."
1.3.04.04,1,3,04,04,Contribución en Contratos Sujetos a Licitaciones,Ingresos provenientes de la contribuciónes tablecidaenlaLeyde Contratación Pública para los organismos establecidos en dicha ley que las instituciones del sector público deben retener en contratos celebrados con terceros mediante el procedimiento de licitación.
1.3.04.05,1,3,04,05,Sobre Contratos de Consultoría,Ingresos provenientes de la por tedel5pormildelvalorde cada contrato de consultoría que sus cribael sector público para el Fondo de Consultoría. 7
1.3.04.06,1,3,04,06,"Apertura,Pavimentación,EnsancheyConstruccióndeVíasdeTodaClase","Ingresos provenientes de las contribuciones establecidas para recuperar los costos de obras de apertura, pavimentación, ensanche y construcción de vías de toda clase."
1.3.04.07,1,3,04,07,RepavimentaciónUrbana,Ingresos provenientes de las contribuciones establecidas para recuperar los costos de obras de repavimentación urbana
1.3.04.08,1,3,04,08,"Aceras, Bordillos y Cercas","Ingresos provenientes de las contribuciones establecidas para recuperar los costos de obras de aceras, bordillos y cercas."
1.3.04.09,1,3,04,09,Obras de Alcantarillado y Canalización,Ingresos provenientes de las contribuciones establecidas para recuperar los costos de obras de alcantarillado y canalización.
1.3.04.10,1,3,04,10,Obras de Alumbrado Público,Ingresos provenientes de las contribuciones establecidas para recuperar los costos de obras de alumbrado público.
1.3.04.11,1,3,04,11,Construcción y Ampliación de Obras y Sistemas de Agua Potable,Ingresos provenientes de las contribuciones esta blecidaspararecuperar los costos de obras de construcción y ampliación de sistemas de agua potable.
1.3.04.12,1,3,04,12,Desecación de Pantanos y Rellenos de Quebradas,Ingresos provenientes de las contribuciones esta blecidaspararecuperar los costos de obras dedesecacióndepantanosy rellenos de quebradas.
1.3.04.13,1,3,04,13,Obras de Regeneración Urbana,"Ingresos provenientes de las contribuciones establecidas para recuperar inversiones realizadas en la construcción, adecuación y mantenimiento de obras de regeneración urbana, incluye plazas, parques y jardines."
1.3.04.14,1,3,04,14,Contribución Adicional para los Cuerposde Bomberos proveniente de los Serviciosde Alumbrado Eléctrico,Ingresos provenientes delacontribuciónadicional para los cuerpos debomberosquepagan los usuarios dealumbradode servicio eléctrico.
1.3.04.15,1,3,04,15,Contribución no reembolsable por aplicación de la Ley de Hidrocarburos.,"Ingreso no reembolsable equivalente al 1% del monto del pago por los servicios para la exploración y explotación de hidrocarburos, previa deducción de la participación laboral y del impuesto a la renta."
1.3.04.16,1,3,04,16,"Contribución de los Asesores, Productores, Intermediarios y Peritos de Seguros y Reaseguros.","Ingresos de los agentes de seguros sin relación de dependencia, las agencias asesoras productoras de seguros, intermediarios de reaseguros y peritos de seguros."
1.3.04.17,1,3,04,17,Contribuciones de las Instituciones que prestan Servicios de Medicina Prepagada,"Ingresos provenientes de las contribuciones delasinstitucionesquepr estan servicios demedicinaprepagada, para el Seguro Social Campesino."
1.3.04.18,1,3,04,18,Contribuciones de las Empresas de Seguros Privados,Ingresos provenientes de las contribuciones de las empresas de seguros para el Seguro Social Campesino.
1.3.04.19,1,3,04,19,Concentración de Mercados en el Sector de las Telecomunicaciones,Ingresos por concentración de mercados para promover competencias en el sector de las telecomunicaciones.
1.3.04.20,1,3,04,20,A la Emisión de Pasajes Aéreos por Viajes del Extranjero al Ecuador,Ingresos por la emisión de pasajes aéreos para viajar desde el extranjero al Ecuador.
1.3.04.21,1,3,04,21,Contribución por Mantenimiento y Conservación de la Vivienda Fiscal,Ingresos por lacontribuciónde los beneficiarios de la vivienda fiscal para mantenimiento y conservación de las instalaciones y viviendas; y para cubrir los servicios básicos pagados por el Estado.
1.3.04.99,1,3,04,99,Otras Contribuciones,Otras contribuciones no consideradas en los ítems anteriores.
1.4,1,4,,,VENTAS DE BIENES Y SERVICIOS DE INGRESOS OPERATIVOS DE ENTIDADES DEL SECTOR PUBLICO,"Comprende los ingresos por venta sde bienes y servicios de ingresos operativos realizados por entidades del sector público provenientes de actividades agropecuarias ,comerciales, industriales , servicios públicos ,derivacionesde servicios de salud ,y otras."
1.4.01,1,4,01,,Ventas de Derivados de Petróleo,Ingresos por las ventas incidentales de derivados de petróleo.
1.4.01.06,1,4,01,06,Exportaciones de Derivados del Petróleo,Ingresos provenientes de la exportación de derivados del petróleo.
1.4.01.07,1,4,01,07,Ventas Internas de Derivados del Petróleo,Ingresos provenientes de la venta de derivados en el territorio nacional a precios de terminal.
1.4.01.08,1,4,01,08,Tarifa de Transporte de Petróleo por el SOTE,Ingresos provenientes de la diferencia entre la tarifa y el costo de transporte por el Sistema del Oleoducto Trans ecuatoriano
1.4.01.10,1,4,01,10,Fondo de Inversión Petrolera,"Ingresos provenientes delasexportaciones directa sdecrudoy derivados del petróleo dePetro ecuador , mercado internodel crudode empresas de prestación de servicios , venta interna de derivados de petróleo y transporte decrudoporeloleoducto trans ecuatoriano"
1.4.01.13,1,4,01,13,Fondo de Estabilización Petrolera,Ingresos provenientes delexced ente sobre elprecioreferencialde cada barrilde petróleo de exportaciónqueconsteenel Presupuesto General del Estado del año correspondi ente
1.4.01.99,1,4,01,99,Otros No Especificados,Ingresos provenientes de la venta de derivados de petróleo no clasificados en los ítems anteriores.
